isogroup	scaffold	start	end	annotation	lg	cM
isogroup=30776	c388397	399121	398637	NA	5	490.143
isogroup=25876	c594145	104414	103985	Animal-type fatty acid synthase and related proteins ; polyketide synthase 12 E=3e-117	14	1413.804
isogroup=25873	c1657122	329123	328367	NA	2	175.055
isogroup=28124	c1790586	210864	211487	NA	11	1076.656
isogroup=25872	c495563	567488	567796	NA	10	919.45
isogroup=8981	c2173185	206007	206996	Glutathione peroxidase ; glutathione peroxidase [EC:1.11.1.9] E=8e-32	6	594.503
isogroup=8980	c526698	202958	202470	Sodium-neurotransmitter symporter ; solute carrier family 6 (neurotransmitter transporter) member 18 E=2e-77	6	585.988
isogroup=19529	c1251503	165363	164825	NA	11	1023.313
isogroup=41699	c1855353	249024	248703	NA	14	1405.722
isogroup=41698	c2013605	180336	180678	NA	9	836.291
isogroup=41697	c1591897	370290	370352	NA	4	432.971
isogroup=41696	c1401140	8655	8785	NA	3	292.662
isogroup=41694	c1716477	376134	376473	NA	9	846.621
isogroup=7131	c1530838	99581	98547	Transcription initiation factor TFIID, subunit TAF6 (also component of histone acetyltransferase SAGA) ; transcription initiation factor TFIID subunit 6 E=6e-125	2	134.127
isogroup=7130	c1785485	19129	19608	nuclear protein localization protein 4 homolog E=4e-144	11	1037.841
isogroup=7132	c2080678	375758	376548	Fumarylacetoacetase ; fumarylacetoacetase [EC:3.7.1.2] E=4e-166	10	982.047
isogroup=7134	c1694843	169268	168659	SNAP-25 (synaptosome-associated protein) component of SNARE complex	7	707.324
isogroup=7137	c1345881	321024	321850	Adenylate cyclase-associated protein (CAP/Srv2p) ; phenylpyruvate tautomerase [EC:5.3.2.1] E=3e-136	3	289.942
isogroup=7136	c1321846	421792	422794	Conserved protein Mo25 ; calcium binding protein 39 E=7e-51	8	804.906
isogroup=7139	c2182048	323212	324083	TATA-box binding protein (TBP), component of TFIID and TFIIIB ; transcription initiation factor TFIID TATA-box-binding protein E=5e-50	13	1266.115
isogroup=9945.2	c622226	313857	314292	NA	6	575.594
isogroup=24687	c2321558	241451	242281	NA	3	236.958
isogroup=24682	c1269642	206435	205917	NA	3	291.234
isogroup=29027	c1876770	59317	59484	NA	12	1170.065
isogroup=29024	c1027048	35918	36279	NA	1	45.095
isogroup=29025	c2373953	174745	175209	Collagens (type IV and type XIII), and related proteins ; integrin alpha M E=3e-18	13	1325.506
isogroup=29022	c1378457	230533	230769	Collagens (type IV and type XIII), and related proteins ; collagen, type VI, alpha E=6e-70	14	1366.966
isogroup=29021	c1253424	200833	200230	NA	6	583.136
isogroup=29029	c2438112	282948	282680	NA	2	204.633
isogroup=22904	c2493125	66160	66509	GTP-binding protein SEC4, small G protein superfamily, and related Ras family GTP-binding proteins ; Ras-related protein Rab-8A E=2e-145	2	206.825
isogroup=22907	c2079257	61195	62169	NA	12	1202.813
isogroup=22901	c1401140	13584	13108	NA	3	292.662
isogroup=22902	c1688191	270428	270169	NA	14	1356.813
isogroup=22908	c1855353	464749	463869	NA	14	1408.559
isogroup=22909	c2375242	350223	349702	Ca2+-dependent phospholipid-binding protein Synaptotagmin, required for synaptic vesicle and secretory granule exocytosis ; DNA-directed RNA polymerase III subunit RPC6 E=1e-19	1	41.153
isogroup=24536	c42190	147010	146441	Fibrillins and related proteins containing Ca2+-binding EGF-like domains	3	237.343
isogroup=24535	c1278580	259757	259328	NA	12	1164.834
isogroup=24534	c1813332	113667	114511	NA	6	615.465
isogroup=35859	c1874708	12490	12344	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; contactin associated protein-like 2 E=6e-53	6	553.867
isogroup=35856	c569588	10409	10095	NA	8	794.331
isogroup=24539	c1753590	105033	104188	NA	3	256.781
isogroup=24538	c2407255	19695	20510	NA	3	295.911
isogroup=18884	c1889019	430841	430032	Ficolin and related extracellular proteins	8	782.179
isogroup=18886	c1399127	11612	11341	Predicted E3 ubiquitin ligase, integral peroxisomal membrane protein ; deltex E=2e-90	6	562.174
isogroup=18880	c1967874	347299	347061	Ubiquitin-conjugating enzyme-related protein Ft1, involved in programmed cell death ; ubiquitin-conjugating enzyme E2 A [EC:6.3.2.19] E=9e-10	2	114.196
isogroup=18882	c1949539	66491	67632	NA	1	33.836
isogroup=18889	c1641688	200925	199767	NA	11	1045.154
isogroup=25480	c738100	239	848	NA	6	553.174
isogroup=34109	c697924	184012	183578	Predicted E3 ubiquitin ligase ; tripartite motif-containing protein 45 E=8e-41	6	572.115
isogroup=34108	c1178748	38380	38836	NA	7	657.134
isogroup=25484	c979137	73296	72613	NA	8	767.006
isogroup=25485	c2030320	347332	347902	NA	11	1040.008
isogroup=25486	c697924	280682	281091	Uncharacterized conserved protein	6	568.457
isogroup=34103	c1176741	171347	170910	NA	4	374.507
isogroup=34100	c2217139	372142	371871	NA	2	134.93
isogroup=34107	c1790586	189047	188591	NA	11	1076.656
isogroup=34106	c1376569	422600	422457	NA	2	147.26
isogroup=34105	c1489382	23425	23651	NA	3	301.469
isogroup=5590.1	c2338037	351997	353669	NA	14	1431.236
isogroup=24478	c1255891	274401	275200	G protein-coupled receptor ; G protein-coupled receptor 103 E=4e-159	2	149.827
isogroup=1552.1	c1711537	110303	111073	NA	13	1255.51
isogroup=22273	c1466280	401617	401924	NA	2	152.272
isogroup=22270	c1194425	26480	26108	NA	8	771.664
isogroup=22271	c1591897	163975	164727	NA	3	215.695
isogroup=22277	c1251503	282990	283546	F-box protein containing LRR	11	1023.313
isogroup=22274	c2477173	105775	106663	FOG: 7 transmembrane receptor ; histamine receptor H2 E=7e-10	6	576.839
isogroup=22278	c1530838	73867	74818	RNA:NAD 2-phosphotransferase TPT1 ; 2-phosphotransferase [EC:2.7.1.160] E=2e-20	2	134.127
isogroup=33458	c376833	42004	41564	NA	7	682.599
isogroup=33451	c751280	135039	134840	NA	13	1273.567
isogroup=33452	c917489	432412	432577	Na+:iodide/myo-inositol/multivitamin symporters	3	266.95
isogroup=33453	c2512412	228514	228985	NA	2	204.944
isogroup=27055	c1537126	78161	78840	NA	12	1154.735
isogroup=9228.1	c2326104	7875	8424	NA	1	51.87
isogroup=629	c1585541	267750	268919	Multidrug/pheromone exporter, ABC superfamily ; ATP-binding cassette, subfamily B (MDR/TAP), member 9 E=4e-114	5	518.109
isogroup=628	c1743069	148425	149380	Transcription accessory protein TEX, contains S1 domain ; transcription elongation factor SPT6 E=4e-118	3	263.059
isogroup=622	c1657122	447968	450132	C-type lectin	2	175.055
isogroup=621	c2028425	367082	368467	Alpha-catenin ; catenin (cadherin-associated protein), alpha E=7e-85	2	136.261
isogroup=620	c1967874	175404	178557	FOG: Zn-finger ; KRAB domain-containing zinc finger protein E=2e-27	2	114.196
isogroup=627	c2150838	214934	214426	Predicted nuclear membrane protein involved in mRNA transport and sex determination via splicing modulation	6	548.91
isogroup=626	c2216172	356500	354178	Nischarin, modulator of integrin alpha5 subunit action ; serum/glucocorticoid-regulated kinase 3 [EC:2.7.11.1] E=4e-11	4	377.858
isogroup=625	c2433039	626064	627613	Netrin transmembrane receptor unc-5 ; netrin receptor unc-5 E=8e-172	6	596.031
isogroup=1466.2	c1406342	74361	75492	NA	6	609.305
isogroup=1466.1	c1406342	101453	102804	NA	6	609.305
isogroup=11631	c1178748	178195	179011	NA	7	657.134
isogroup=26599	c2407255	76649	76035	NA	11	1053.687
isogroup=26598	c1959899	141024	140325	NA	10	944.578
isogroup=11634	c1804020	202593	203113	FOG: Immunoglobulin C-2 Type/fibronectin type III domains	1	7.335
isogroup=11635	c2396761	172840	173594	Putative methionine aminopeptidase	6	633.974
isogroup=11636	c908618	218658	219844	Predicted UDP-galactose transporter	13	1237.396
isogroup=26591	c2373953	246982	247542	NA	13	1325.506
isogroup=26595	c1366711	20125	19431	NA	9	890.047
isogroup=18716	c2107713	352837	351715	NA	3	229.793
isogroup=18717	c2215268	141773	141030	NA	4	347.213
isogroup=18711	c1689283	206187	205593	Uncharacterized conserved protein	5	493.661
isogroup=190	c1451512	98092	94699	Predicted Rho GTPase-activating protein ; myosin IX E=7e-27	7	671.668
isogroup=193	c1499894	106597	99771	NA	7	668.373
isogroup=195	c1633648	60254	54851	Projectin/twitchin and related proteins	1	26.128
isogroup=194	c1966303	174450	173490	Uncharacterized conserved protein	3	274.37
isogroup=199	c2517366	183705	184452	Notch E=3e-172	11	1106.222
isogroup=198	c455742	39171	39860	NA	4	389.89
isogroup=29816	c49388	210017	210575	Amino acid transporters ; basic amino acid/polyamine antiporter, APA family E=8e-95	3	265.776
isogroup=29813	c692458	68482	68272	Uncharacterized conserved protein	6	605.321
isogroup=29812	c1253424	379311	379883	NA	6	580.714
isogroup=29811	c1763013	134002	134529	NA	13	1252.962
isogroup=13359	c1004953	244711	243699	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein E=1e-66	8	736.304
isogroup=29980	c1879802	345567	345049	NA	2	136.79
isogroup=17778	c1753590	28493	27893	Peroxidase/oxygenase ; myeloperoxidase [EC:1.11.1.7] E=6e-138	3	256.781
isogroup=17777	c801076	284184	283673	Corticosteroid 11-beta-dehydrogenase and related short chain-type dehydrogenases ; retinol dehydrogenase 16 [EC:1.1.1.-] E=4e-61	2	121.686
isogroup=17774	c196579	14989	14666	Members of chemokine-like factor super family and related proteins	6	571.954
isogroup=17773	c908618	206008	206402	NA	13	1237.396
isogroup=17772	c1879802	480521	479864	Transcription factor EMX1 and related HOX domain proteins ; homeobox protein GSH E=2e-99	2	136.79
isogroup=17771	c863073	242265	243433	NA	5	494.287
isogroup=41860	c1807228	326494	326146	NA	14	1419.041
isogroup=40333	c1011140	275372	275716	NA	6	580.674
isogroup=10279	c1370645	278931	277288	NA	5	439.045
isogroup=10273	c1399759	43943	45276	Collagens (type IV and type XIII), and related proteins ; collagen, type I/II/III/V/XI, alpha E=2e-05	5	465.634
isogroup=10271	c1205743	121811	120930	Translation initiation factor 4F, ribosome/mRNA-bridging subunit (eIF-4G) ; translation initiation factor 4G E=8e-11	4	425.604
isogroup=10276	c1585541	291741	292628	Predicted protein kinase KKIAMRE ; cyclin-dependent kinase-like [EC:2.7.11.22] E=1e-125	5	518.109
isogroup=13357	c1853226	253288	254791	NA	3	292.109
isogroup=13356	c1597072	369371	368679	Calmodulin and related proteins (EF-Hand superfamily) ; calbindin D28 E=3e-55	6	563.942
isogroup=1300	c2140699	104448	105226	DNA topoisomerase I-interacting protein ; timeless E=6e-105	7	712.688
isogroup=1301	c1900513	222902	221891	DNA polymerase zeta, catalytic subunit ; DNA polymerase delta subunit 1 [EC:2.7.7.7] E=4e-165	11	1084.556
isogroup=1302	c1166066	227437	228480	N-acetylglucosaminyltransferase I ; beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.-] E=1e-170	13	1322.393
isogroup=1303	c1902022	162717	161679	FOG: Ankyrin repeat ; ankyrin E=1e-154	6	586.689
isogroup=1304	c1902022	264582	263251	Meprin A metalloprotease ; discoidin domain receptor family member 2 [EC:2.7.10.1] E=3e-83	6	586.689
isogroup=1306	c1312508	22018	23465	Uncharacterized conserved protein	2	188.226
isogroup=1307	c1073301	60000	57695	FOG: Zn-finger ; zinc finger protein ZIC 5 E=2e-49	14	1363.142
isogroup=1308	c518579	52733	54043	Cullins ; cullin 5 E=2e-127	4	328.243
isogroup=1309	c1716477	131450	133330	Myosin class II heavy chain	9	846.621
isogroup=12659	c1366711	117897	117235	NA	9	890.047
isogroup=12657	c1096844	27069	28634	NA	13	1276.054
isogroup=12655	c2433253	114085	113792	Asparaginyl peptidases ; phosphatidylinositol glycan, class K [EC:2.6.-.-] E=1e-11	13	1243.39
isogroup=12651	c1813332	195217	195801	17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3 ; 3-dehydrosphinganine reductase [EC:1.1.1.102] E=2e-20	6	615.465
isogroup=12650	c1932090	307080	307677	Actin filament-coating protein tropomyosin ; deleted in malignant brain tumors 1 protein E=2e-15	8	734.105
isogroup=9013	c1380044	51180	50094	NA	4	379.419
isogroup=7760	c1413499	203801	204728	Predicted NAD-dependent oxidoreductase ; rostaglandin reductase 2 [EC:1.3.1.48] E=1e-07	11	1077.607
isogroup=2801	c2258321	90865	89354	NF-kappa-B inhibitor-like protein 2 E=4e-06	5	528.68
isogroup=37109	c1377166	69556	69174	NA	7	693.622
isogroup=37102	c1365064	56219	55842	NA	5	446.041
isogroup=37103	c1011140	264408	264005	Serine proteinase inhibitor (KU family) with thrombospondin repeats	6	580.674
isogroup=37101	c2336561	583319	583722	FOG: Zn-finger ; KRAB domain-containing zinc finger protein E=2e-53	7	666.135
isogroup=37106	c1011140	246279	246680	NA	6	580.674
isogroup=37107	c1786112	44283	43948	NA	5	515.486
isogroup=37105	c1193587	156167	156514	NA	2	161.262
isogroup=8354	c2028425	409062	408221	NA	2	136.261
isogroup=1459	c1397839	266809	269535	Dual-specificity tyrosine-phosphorylation regulated kinase ; dual-specificity tyrosine-(Y)-phosphorylation regulated kinase [EC:2.7.12.1] E=2e-145	8	806.106
isogroup=39435	c1149051	122917	123065	FOG: Reverse transcriptase	8	766.695
isogroup=39436	c651360	10676	11045	NA	1	65.541
isogroup=39437	c1321846	1253929	1254292	NA	8	808.373
isogroup=39430	c2028425	632228	632074	Uroporphyrinogen III synthase UROS/HEM4 ; uroporphyrinogen-III synthase [EC:4.2.1.75] E=6e-30	2	134.207
isogroup=39431	c979137	154477	154107	NA	8	767.006
isogroup=39432	c1709479	69274	68906	NA	6	581.615
isogroup=39438	c2111098	562163	561889	Serine/threonine protein kinase ; 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1] E=7e-05	10	924.088
isogroup=39439	c2407255	164834	165185	NA	3	300.795
isogroup=2651	c2160749	195228	194538	HAT repeat protein ; pre-mRNA-processing factor 6 E=3e-151	9	859.44
isogroup=2657	c1585541	315229	316852	Protein tyrosine kinase ; SH2 domain protein 2A E=8e-78	5	518.109
isogroup=2656	c2407255	325369	325693	Na+/K+ symporter ; solute carrier family 12 (sodium/potassium/chloride transporter), member 2 E=3e-169	3	299.318
isogroup=2655	c290522	32366	30852	Secretory vesicle-associated protein ICA69, contains Arfaptin domain	10	976.395
isogroup=2658	c1145493	3521	4170	Intermediate filament-like protein, sorting nexins, and related proteins containing PX (PhoX) domain(s) ; serum/glucocorticoid-regulated kinase 3 [EC:2.7.11.1] E=2e-10	6	576.06
isogroup=5159	c2493125	103515	104055	Ca2+-modulated nonselective cation channel polycystin ; transient receptor potential cation channel subfamily A member 1 E=1e-06	2	206.825
isogroup=5158	c1787398	98745	101319	Predicted E3 ubiquitin ligase ; E3 ubiquitin-protein ligase RNF217 [EC:6.3.2.19] E=1e-13	6	566.325
isogroup=15389	c1398849	70040	69332	Predicted N-acetyltransferase	11	1050.246
isogroup=8309	c1480960	121947	120599	Locus-specific chromosome binding proteins ; polycomb group RING finger protein 1 E=1e-39	7	700.169
isogroup=8307	c2182048	72440	74490	CCCH-type Zn-finger protein ; CCCH zinc finger protein C3H-4 E=5e-15	13	1266.115
isogroup=15385	c1208935	182944	182433	Endocytic adaptor protein intersectin	9	865.724
isogroup=5152	c1803350	219465	220866	Chitinase	1	35.667
isogroup=15382	c1530838	104138	103938	WD40 repeat protein	2	134.127
isogroup=15383	c1774267	111072	111929	Transcriptional repressors of the hairy/E(spl) family (contains HLH) ; hairy and enhancer of split, invertebrate E=5e-146	6	594.995
isogroup=28020	c1480326	246887	247196	NA	14	1414.614
isogroup=10637	c1326140	196511	197344	Polyprenyl synthetase ; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10] E=4e-107	6	629.638
isogroup=10636	c1253424	339128	339863	Fibrillins and related proteins containing Ca2+-binding EGF-like domains ; jagged E=3e-52	6	584.58
isogroup=24917	c1205743	715	67	NA	4	425.604
isogroup=31629	c1067544	572896	572383	Dynein light chain	14	1422.0
isogroup=31621	c2501742	18723	18219	NA	6	584.849
isogroup=31620	c139381	258628	259120	NA	12	1119.039
isogroup=31623	c552731	276482	275986	NA	1	23.835
isogroup=31625	c1529150	139674	139787	Cyclic nucleotide-gated cation channel CNGA1-3 and related proteins ; cyclic nucleotide gated channel, invertebrate E=5e-84	10	1002.642
isogroup=31624	c1509251	206040	206554	NA	5	487.613
isogroup=31626	c2516308	314879	314374	NA	6	559.241
isogroup=14166	c2043012	75865	74663	FOG: Reverse transcriptase	6	591.747
isogroup=14165	c1276491	166246	166749	C-type lectin ; selectin, platele E=2e-23	2	153.563
isogroup=14163	c2260250	189065	188068	NA	8	784.257
isogroup=14162	c2042759	222915	222782	NA	4	373.115
isogroup=14161	c2328114	116796	117504	Netrin, axonal chemotropic factor	1	10.847
isogroup=14160	c433953	199073	197634	FOG: Cadherin repeats	6	582.018
isogroup=8351	c979137	76112	77946	NA	8	767.006
isogroup=28022	c2372555	40789	41436	NA	1	45.466
isogroup=14169	c1384495	169923	171336	NA	12	1161.545
isogroup=14168	c2433955	84605	83174	NA	11	1112.481
isogroup=38745	c1233660	52027	51648	NA	5	510.053
isogroup=38744	c1784202	4943	4563	NA	6	611.153
isogroup=38746	c1805533	69888	70227	NA	4	357.143
isogroup=36116	c2402279	110111	110530	thyroxine 5-deiodinase [EC:1.97.1.10] E=3e-16	6	588.537
isogroup=8352	c2373953	197600	196991	Amine oxidase ; monoamine oxidase [EC:1.4.3.4] E=6e-141	13	1325.506
isogroup=6423	c1803350	68101	67180	Acyl-CoA synthetase ; solute carrier family 27 (fatty acid transporter), member 1/4 [EC:6.2.1.-] E=2e-157	1	35.667
isogroup=36114	c1247922	6727	7156	NA	9	907.656
isogroup=31193	c1915022	60753	61100	NA	9	844.642
isogroup=31191	c594145	144811	144396	NA	14	1416.465
isogroup=31197	c1786112	164646	165174	NA	5	516.545
isogroup=31196	c1511109	49891	49547	NA	12	1163.413
isogroup=31195	c1900513	186646	186117	NA	11	1081.769
isogroup=31194	c2321558	667176	667428	NA	3	240.435
isogroup=36110	c1048972	13530	13800	NA	5	458.223
isogroup=3218	c1527580	256105	254841	Molecular co-chaperone STI1 ; NF-kappa-B inhibitor-like protein 2 E=3e-110	1	83.759
isogroup=1711	c2516308	100494	101353	Mevalonate pyrophosphate decarboxylase ; diphosphomevalonate decarboxylase [EC:4.1.1.33] E=5e-161	6	553.903
isogroup=3212	c2079257	133506	131852	NA	12	1202.813
isogroup=3213	c1470819	227390	228203	RNA polymerase I termination factor, Myb superfamily ; transcription termination factor 1 E=8e-62	1	92.759
isogroup=3214	c851443	232299	232902	FOG: TPR repeat ; polypeptide N-acetylglucosaminyltransferase [EC:2.4.1.-] E=2e-147	2	129.463
isogroup=3215	c1529150	318679	319662	Ankyrin ; transient receptor potential cation channel subfamily A member 1 E=2e-43	10	999.545
isogroup=3216	c1359783	104645	105103	Uncharacterized conserved protein	11	1048.484
isogroup=14062	c539116	27279	28185	Mitochondrial transcription termination factor, mTERF	1	27.442
isogroup=14063	c2042759	223405	222876	FOG: Zn-finger	4	373.115
isogroup=30457	c1384218	69029	68477	NA	7	672.182
isogroup=41901	c1079751	91467	91808	NA	5	518.099
isogroup=41900	c1879802	258052	257827	NA	2	138.707
isogroup=41907	c1891549	601459	601795	NA	3	321.759
isogroup=41906	c1639439	116062	115722	NA	11	1056.67
isogroup=41905	c1499894	149023	148764	Molecular chaperone (DnaJ superfamily)	7	668.373
isogroup=41904	c1321846	633517	633187	NA	8	805.774
isogroup=41908	c2038744	189671	189334	NA	1	67.144
isogroup=37929	c1895421	537257	536866	FOG: 7 transmembrane receptor ; G protein-coupled receptor 103 E=1e-16	2	195.191
isogroup=37924	c594145	219414	219225	NA	14	1412.497
isogroup=37926	c2407255	121957	121651	NA	11	1053.687
isogroup=12441	c139381	730955	731881	Conserved phosducin-like protein	12	1126.373
isogroup=37920	c917489	379600	379237	NA	3	266.95
isogroup=37921	c2149701	46377	46633	NA	14	1414.6
isogroup=37922	c187788	240454	240381	NA	13	1220.877
isogroup=28233	c1629882	49834	49511	Fibrillins and related proteins containing Ca2+-binding EGF-like domains	12	1154.1
isogroup=28234	c2433253	228757	229178	NA	13	1243.39
isogroup=28235	c625461	406328	405696	NA	11	1071.596
isogroup=28237	c2338234	428895	428697	Putative N2,N2-dimethylguanosine tRNA methyltransferase	2	118.332
isogroup=39193	c1564364	285455	285548	IK cytokine down-regulator of HLA class II	5	433.971
isogroup=39191	c1089630	110738	111108	NA	11	1064.609
isogroup=1714	c1178748	61639	62874	nucleobase:cation symporter-2, NCS2 family E=7e-89	7	657.134
isogroup=39197	c2445836	180297	180126	NA	6	619.19
isogroup=12446	c63475	364993	366119	NA	1	70.142
isogroup=24220	c1186919	176950	176106	FOG: Zn-finger ; growth factor independent 1 E=2e-82	1	73.611
isogroup=32263	c2255298	153653	153155	NA	10	1020.028
isogroup=43416	c2031013	12293	11997	NA	3	297.249
isogroup=43415	c2336561	277710	277385	C-type lectin ; CD209 antigen E=4e-13	7	669.679
isogroup=43413	c1399206	30808	30488	NA	1	52.416
isogroup=43411	c1629882	33728	34053	NA	12	1154.1
isogroup=34479	c698922	122153	122008	Translocon-associated complex TRAP, delta subunit ; translocon-associated protein subunit delta E=3e-47	12	1186.565
isogroup=34478	c2032291	76868	77081	NA	4	325.331
isogroup=7449	c1617727	91438	90395	NA	6	555.947
isogroup=5310	c2438805	457080	455910	Mitochondrial processing peptidase, alpha subunit ; mitochondrial processing peptidase [EC:3.4.24.64] E=6e-74	12	1133.26
isogroup=7445	c695596	85334	87508	Transcription factor of the Forkhead/HNF3 family ; forkhead box protein L E=2e-99	1	37.521
isogroup=7444	c1883614	347537	348266	NA	1	33.526
isogroup=7447	c1902022	210185	209018	Malonyl-CoA:ACP transacylase ; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39] E=5e-160	6	586.689
isogroup=28101	c83038	250402	250951	NA	5	523.061
isogroup=12445	c2496625	121159	119909	Transcription factor zerknullt and related HOX domain proteins ; homeobox protein GBX E=6e-90	7	637.882
isogroup=1846	c594145	225833	226394	Predicted membrane protein (patched superfamily) ; Niemann-Pick C1 protein E=1e-38	14	1412.497
isogroup=1844	c1876770	175661	174845	Nucleotide excision repair complex XPC-HR23B, subunit XPC/DPB11	12	1164.076
isogroup=1843	c86145	54376	53657	arachidonate 5-lipoxygenase [EC:1.13.11.34] E=9e-167	6	541.745
isogroup=1842	c388397	294936	297178	Cdc42-interacting protein CIP4 ; proline-serine-threonine phosphatase interacting protein 1 E=2e-08	5	490.143
isogroup=1841	c2154778	228703	227745	Metalloendoprotease HMP1 (insulinase superfamily)	4	364.655
isogroup=1840	c1716477	287601	288237	Myosin assembly protein/sexual cycle protein and related proteins ; FK506-binding protein 4/5 [EC:5.2.1.8] E=2e-102	9	846.621
isogroup=1848	c1391083	267225	263412	NA	14	1422.858
isogroup=13247	c1067544	308827	307430	FOG: 7 transmembrane receptor ; histamine receptor H2 E=3e-16	14	1422.0
isogroup=5316	c1230921	123034	120590	NA	11	1036.407
isogroup=13243	c2512412	42181	41331	G protein-coupled receptor ; tachykinin-like receptor E=1e-149	2	199.036
isogroup=13242	c1163491	330021	329623	TNF receptor-associated factor ; TNF receptor-associated factor 6 E=2e-147	13	1270.732
isogroup=13241	c1231179	7053	7819	NA	11	1021.028
isogroup=13249	c1774267	462254	463215	NA	6	592.92
isogroup=13248	c1900513	54691	55258	Receptor mediating netrin-dependent axon guidance ; roundabout, axon guidance receptor 1 E=4e-24	11	1081.769
isogroup=40297	c1499894	14484	14834	NA	7	669.482
isogroup=4365	c1885556	437309	436949	Leucine-rich acidic nuclear protein	1	48.674
isogroup=40292	c419338	82742	82975	NA	5	496.743
isogroup=4369	c1376569	185707	184416	CREB/ATF family transcription factor ; cAMP response element-binding protein 3 E=2e-36	2	147.26
isogroup=4368	c1387754	65302	64595	SMT3/SUMO-activating complex, catalytic component UBA2	12	1151.597
isogroup=40298	c1302918	13614	13300	NA	12	1195.767
isogroup=40299	c2039658	151799	152130	NA	2	150.128
isogroup=8013	c1509251	207496	206605	Vacuolar H+-ATPase V0 sector, accessory subunit S1 (Ac45)	5	487.613
isogroup=15581	c2515247	68010	67013	apolipoprotein L E=4e-06	11	1041.305
isogroup=33122	c1487044	113037	113496	Voltage-gated A-type K+ channel KCND ; potassium voltage-gated channel Shal-related subfamily D, invertebrate E=7e-78	12	1144.103
isogroup=33123	c1888154	344111	344565	NA	13	1324.385
isogroup=33124	c2407255	617284	617762	SNARE protein PEP12/VAM3/Syntaxin 7/Syntaxin 17	3	306.022
isogroup=33125	c1945778	145593	146034	NA	7	700.817
isogroup=33129	c1811180	215255	215569	NA	11	1070.372
isogroup=1197.2	c2381614	226971	228025	NA	7	636.245
isogroup=8011	c151167	254886	254326	NA	13	1258.191
isogroup=1197.1	c2381614	226971	228573	NA	7	636.245
isogroup=13399	c1276390	204747	205542	FOG: Immunoglobin and related proteins ; brain-specific angiogenesis inhibitor 3 E=7e-12	3	319.529
isogroup=42429	c495563	420113	420448	Extracellular protein SEL-1 and related proteins	10	919.45
isogroup=42421	c2433253	287785	288120	NA	13	1243.39
isogroup=42423	c2441680	359767	360021	NA	4	385.003
isogroup=44141	c1694763	166471	166165	NA	9	868.662
isogroup=44142	c2396761	174438	174756	creatinase [EC:3.5.3.3] E=4e-35	6	633.974
isogroup=44143	c2216172	128058	127741	NA	4	377.858
isogroup=44144	c1205743	46048	45741	NA	4	425.604
isogroup=44146	c1238682	4739	4561	Protein tyrosine kinase	1	47.6
isogroup=44147	c1397839	201352	201028	NA	8	806.106
isogroup=13391	c863073	113188	114686	NA	5	494.287
isogroup=45814	c1790586	188304	188000	NA	11	1076.656
isogroup=45816	c1454876	185953	185764	FOG: Immunoglobin and related proteins ; brain-specific angiogenesis inhibitor 3 E=3e-19	6	619.343
isogroup=45810	c2046414	171119	171389	NA	2	200.999
isogroup=45812	c1868152	302795	302618	Transcription factor BLIMP-1/PRDI-BF1, contains C2H2-type Zn-finger and SET domains ; PR domain zinc finger protein 4 E=5e-22	1	39.428
isogroup=45819	c1813332	279896	280202	NA	6	611.789
isogroup=7848	c1651196	239935	240880	cGMP-phosphodiesterase, delta subunit	4	405.85
isogroup=8016	c917489	129319	130130	Membrane component of ER protein translocation complex	4	371.578
isogroup=13397	c2515247	66732	68010	apolipoprotein L E=5e-09	11	1041.305
isogroup=2902	c1617727	17492	15892	Defense-related protein containing SCP domain ; pathogenesis-related protein 1 E=6e-16	6	555.947
isogroup=27950	c1736034	227875	227228	NA	5	501.372
isogroup=27951	c1509930	189573	189908	NA	4	324.119
isogroup=27952	c1544322	144521	143954	FOG: Immunoglobin and related proteins ; ficolin E=1e-33	9	853.365
isogroup=18267	c2326104	47679	48540	transient receptor potential cation channel subfamily C member 4 E=3e-30	1	51.87
isogroup=27954	c1408032	202649	201999	NA	5	484.107
isogroup=18268	c1075597	90564	90217	NA	13	1295.04
isogroup=18269	c1594382	40176	41389	Molecular co-chaperone STI1	1	54.275
isogroup=46432	c518579	169065	169366	NA	4	328.243
isogroup=46433	c1814945	356507	356362	Voltage-gated Ca2+ channels, alpha1 subunits ; voltage-dependent calcium channel N type alpha-1B E=1e-05	13	1312.115
isogroup=46431	c1506025	249023	248725	NA	6	588.09
isogroup=46434	c382711	66284	66583	NA	11	1079.474
isogroup=46435	c1597072	424527	424816	NA	6	563.942
isogroup=46438	c1727753	183292	183402	Growth factor receptor-bound proteins (GRB7, GRB10, GRB14)	7	686.879
isogroup=46439	c857488	242500	242793	NA	4	363.045
isogroup=11714	c1960086	184909	183774	Uncharacterized conserved protein	4	355.483
isogroup=17437	c1694763	7268	8477	NA	9	870.684
isogroup=6189	c1641688	31886	30736	Mitogen-activated protein kinase (MAPK) kinase MKK4 ; mitogen-activated protein kinase kinase 5 [EC:2.7.12.2] E=2e-28	11	1044.998
isogroup=6182	c2170925	3207	2150	NA	1	44.518
